,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
11679,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2015,23752.0
11680,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2016,29014.0
11681,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2017,28821.0
11682,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2018,13772.0
11683,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2019,8304.0
11684,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2020,7113.0
11685,Biella,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2021,19715.0
11686,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2008,216465.0
11687,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2009,194444.0
11688,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2010,215323.0
11689,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2011,225867.0
11690,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2012,233149.0
11691,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2013,241645.0
11692,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2014,227337.0
11693,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2015,251174.0
11694,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2016,259484.0
11695,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2017,293487.0
11696,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2018,267906.0
11697,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2019,255342.0
11698,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2020,121526.0
11699,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Mondo,2021,174799.0
11700,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2008,25901.0
11713,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2009,26264.0
11726,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2010,26683.0
11739,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2011,27434.0
11752,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2012,27456.0
11765,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2013,26674.0
11778,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2014,26951.0
11791,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2015,28736.0
11804,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2016,31114.0
11817,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2017,33599.0
11830,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2018,35506.0
11843,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2019,33390.0
11856,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2020,8182.0
11869,Asti,arrivi ,esercizi alberghieri,Paesi esteri,2021,20876.0
11882,Alessandria,arrivi ,agriturismi,Paesi esteri,2008,4084.0
11883,Alessandria,arrivi ,agriturismi,Paesi esteri,2009,4251.0
11884,Alessandria,arrivi ,agriturismi,Paesi esteri,2010,4623.0
11885,Alessandria,arrivi ,agriturismi,Paesi esteri,2011,6077.0
11886,Alessandria,arrivi ,agriturismi,Paesi esteri,2012,7526.0
11887,Alessandria,arrivi ,agriturismi,Paesi esteri,2013,9620.0
11888,Alessandria,arrivi ,agriturismi,Paesi esteri,2014,10365.0
11889,Alessandria,arrivi ,agriturismi,Paesi esteri,2015,11741.0
11890,Alessandria,arrivi ,agriturismi,Paesi esteri,2016,12425.0
11891,Alessandria,arrivi ,agriturismi,Paesi esteri,2017,15253.0
11892,Alessandria,arrivi ,agriturismi,Paesi esteri,2018,15531.0
11893,Alessandria,arrivi ,agriturismi,Paesi esteri,2019,19192.0
11894,Alessandria,arrivi ,agriturismi,Paesi esteri,2020,8857.0
11895,Alessandria,arrivi ,agriturismi,Paesi esteri,2021,11399.0
11896,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2008,4086828.0
11909,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2009,3815154.0
11922,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2010,4227119.0
11935,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2011,4420000.0
11948,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2012,5126185.0
11961,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2013,5054548.0
11974,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2014,5151959.0
11987,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2015,5994857.0
12000,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2016,5863860.0
12013,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2017,6349307.0
12026,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2018,6633473.0
12039,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2019,6538527.0
12052,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2020,2263951.0
12065,Piemonte,presenze,totale esercizi ricettivi,Paesi esteri,2021,3497503.0
12078,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2008,3163.0
12079,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2009,3361.0
12080,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2010,3142.0
12081,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2011,2779.0
12082,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2012,3192.0
12083,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2013,2896.0
12084,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2014,2663.0
12085,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2015,2807.0
12086,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2016,2794.0
12087,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2017,3035.0
12088,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2018,2489.0
12089,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2019,2149.0
12090,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2020,1142.0
12091,Asti,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Italia,2021,2321.0
12092,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2008,457716.0
12093,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2009,399865.0
12094,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2010,472158.0
12095,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2011,498408.0
12096,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2012,493541.0
12097,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2013,495313.0
12098,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2014,492081.0
12099,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2015,540163.0
12100,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2016,534024.0
12113,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2017,602760.0
12126,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2018,595066.0
12139,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2019,573257.0
12152,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2020,203712.0
12165,Verbano-Cusio-Ossola,arrivi ,esercizi alberghieri,Mondo,2021,317338.0
12178,Asti,arrivi ,altri esercizi ricettivi,Mondo,2008,7529.0
12179,Asti,arrivi ,altri esercizi ricettivi,Mondo,2009,7801.0
12180,Asti,arrivi ,altri esercizi ricettivi,Mondo,2010,8596.0
12181,Asti,arrivi ,altri esercizi ricettivi,Mondo,2011,4468.0
12182,Asti,arrivi ,altri esercizi ricettivi,Mondo,2012,4731.0
12183,Asti,arrivi ,altri esercizi ricettivi,Mondo,2013,5685.0
12184,Asti,arrivi ,altri esercizi ricettivi,Mondo,2014,7085.0
12185,Asti,arrivi ,altri esercizi ricettivi,Mondo,2015,6857.0
12186,Asti,arrivi ,altri esercizi ricettivi,Mondo,2016,4854.0
12187,Asti,arrivi ,altri esercizi ricettivi,Mondo,2017,6635.0
12188,Asti,arrivi ,altri esercizi ricettivi,Mondo,2018,5550.0
12189,Asti,arrivi ,altri esercizi ricettivi,Mondo,2019,5462.0
12190,Asti,arrivi ,altri esercizi ricettivi,Mondo,2020,532.0
12191,Asti,arrivi ,altri esercizi ricettivi,Mondo,2021,1439.0
12192,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2008,17050.0
12193,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2009,17004.0
12194,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2010,18168.0
12195,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2011,21078.0
12196,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2012,21646.0
12197,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2013,20328.0
12198,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2014,17665.0
12199,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2015,17127.0
12200,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2016,18073.0
12201,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2017,18607.0
12202,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2018,18169.0
12203,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2019,16434.0
12204,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2020,4716.0
12205,Verbano-Cusio-Ossola,arrivi ,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2021,6584.0
12206,Biella,presenze,campeggi e villaggi turistici,Italia,2008,19058.0
12207,Biella,presenze,campeggi e villaggi turistici,Italia,2009,19964.0
12208,Biella,presenze,campeggi e villaggi turistici,Italia,2010,20322.0
12209,Biella,presenze,campeggi e villaggi turistici,Italia,2011,20574.0
12210,Biella,presenze,campeggi e villaggi turistici,Italia,2012,16859.0
12211,Biella,presenze,campeggi e villaggi turistici,Italia,2013,16944.0
12212,Biella,presenze,campeggi e villaggi turistici,Italia,2014,15694.0
12213,Biella,presenze,campeggi e villaggi turistici,Italia,2015,16557.0
12214,Biella,presenze,campeggi e villaggi turistici,Italia,2016,18149.0
12215,Biella,presenze,campeggi e villaggi turistici,Italia,2017,18577.0
12216,Biella,presenze,campeggi e villaggi turistici,Italia,2018,17109.0
12217,Biella,presenze,campeggi e villaggi turistici,Italia,2019,15674.0
12218,Biella,presenze,campeggi e villaggi turistici,Italia,2020,9006.0
12219,Biella,presenze,campeggi e villaggi turistici,Italia,2021,11311.0
12220,Biella,presenze,altri esercizi ricettivi,Mondo,2008,28410.0
12221,Biella,presenze,altri esercizi ricettivi,Mondo,2009,33582.0
12222,Biella,presenze,altri esercizi ricettivi,Mondo,2010,43328.0
12223,Biella,presenze,altri esercizi ricettivi,Mondo,2011,32900.0
12224,Biella,presenze,altri esercizi ricettivi,Mondo,2012,39814.0
12225,Biella,presenze,altri esercizi ricettivi,Mondo,2013,32978.0
12226,Biella,presenze,altri esercizi ricettivi,Mondo,2014,32617.0
12227,Biella,presenze,altri esercizi ricettivi,Mondo,2015,39222.0
12228,Biella,presenze,altri esercizi ricettivi,Mondo,2016,36336.0
12229,Biella,presenze,altri esercizi ricettivi,Mondo,2017,38713.0
12230,Biella,presenze,altri esercizi ricettivi,Mondo,2018,36907.0
12231,Biella,presenze,altri esercizi ricettivi,Mondo,2019,29998.0
12232,Biella,presenze,altri esercizi ricettivi,Mondo,2020,17477.0
12233,Biella,presenze,altri esercizi ricettivi,Mondo,2021,22628.0
12234,Asti,arrivi ,totale esercizi ricettivi,Italia,2008,54681.0
12247,Asti,arrivi ,totale esercizi ricettivi,Italia,2009,55731.0
12260,Asti,arrivi ,totale esercizi ricettivi,Italia,2010,56839.0
12273,Asti,arrivi ,totale esercizi ricettivi,Italia,2011,57624.0
12286,Asti,arrivi ,totale esercizi ricettivi,Italia,2012,60513.0
12299,Asti,arrivi ,totale esercizi ricettivi,Italia,2013,60601.0
12312,Asti,arrivi ,totale esercizi ricettivi,Italia,2014,67509.0
12325,Asti,arrivi ,totale esercizi ricettivi,Italia,2015,73046.0
12338,Asti,arrivi ,totale esercizi ricettivi,Italia,2016,81769.0
12351,Asti,arrivi ,totale esercizi ricettivi,Italia,2017,80976.0
12364,Asti,arrivi ,totale esercizi ricettivi,Italia,2018,82360.0
12377,Asti,arrivi ,totale esercizi ricettivi,Italia,2019,82790.0
12390,Asti,arrivi ,totale esercizi ricettivi,Italia,2020,42797.0
12403,Asti,arrivi ,totale esercizi ricettivi,Italia,2021,83415.0
12416,Novara,arrivi ,altri esercizi ricettivi,Mondo,2008,2944.0
12417,Novara,arrivi ,altri esercizi ricettivi,Mondo,2009,3329.0
12418,Novara,arrivi ,altri esercizi ricettivi,Mondo,2010,4985.0
12419,Novara,arrivi ,altri esercizi ricettivi,Mondo,2011,2413.0
12420,Novara,arrivi ,altri esercizi ricettivi,Mondo,2012,2530.0
12421,Novara,arrivi ,altri esercizi ricettivi,Mondo,2013,2309.0
12422,Novara,arrivi ,altri esercizi ricettivi,Mondo,2014,2153.0
12423,Novara,arrivi ,altri esercizi ricettivi,Mondo,2015,2546.0
12424,Novara,arrivi ,altri esercizi ricettivi,Mondo,2016,3622.0
12425,Novara,arrivi ,altri esercizi ricettivi,Mondo,2017,3810.0
12426,Novara,arrivi ,altri esercizi ricettivi,Mondo,2018,3839.0
12427,Novara,arrivi ,altri esercizi ricettivi,Mondo,2019,4049.0
12428,Novara,arrivi ,altri esercizi ricettivi,Mondo,2020,1786.0
12429,Novara,arrivi ,altri esercizi ricettivi,Mondo,2021,2718.0
12430,Piemonte,presenze,bed and breakfast,Italia,2011,58515.0
12431,Piemonte,presenze,bed and breakfast,Italia,2012,73463.0
12432,Piemonte,presenze,bed and breakfast,Italia,2013,72936.0
12433,Piemonte,presenze,bed and breakfast,Italia,2014,84028.0
12434,Piemonte,presenze,bed and breakfast,Italia,2015,124022.0
12435,Piemonte,presenze,bed and breakfast,Italia,2016,127402.0
12436,Piemonte,presenze,bed and breakfast,Italia,2017,152495.0
12437,Piemonte,presenze,bed and breakfast,Italia,2018,145438.0
12438,Piemonte,presenze,bed and breakfast,Italia,2019,129300.0
12439,Piemonte,presenze,bed and breakfast,Italia,2020,100141.0
12440,Piemonte,presenze,bed and breakfast,Italia,2021,141074.0
12441,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2008,5287.0
12442,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2009,5364.0
12443,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2010,7325.0
12444,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2011,4862.0
12445,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2012,6940.0
12446,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2013,6670.0
12447,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2014,5831.0
12448,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2015,9424.0
12449,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2016,8018.0
12450,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2017,8954.0
12451,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2018,8642.0
12452,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2019,6509.0
12453,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2020,1207.0
12454,Biella,presenze,altri esercizi ricettivi,Paesi esteri,2021,2099.0
12455,Torino,presenze,altri esercizi ricettivi,Italia,2008,578445.0
12456,Torino,presenze,altri esercizi ricettivi,Italia,2009,506991.0
12457,Torino,presenze,altri esercizi ricettivi,Italia,2010,528704.0
12458,Torino,presenze,altri esercizi ricettivi,Italia,2011,565217.0
12459,Torino,presenze,altri esercizi ricettivi,Italia,2012,548123.0
12460,Torino,presenze,altri esercizi ricettivi,Italia,2013,490199.0
12461,Torino,presenze,altri esercizi ricettivi,Italia,2014,552276.0
12462,Torino,presenze,altri esercizi ricettivi,Italia,2015,682799.0
12463,Torino,presenze,altri esercizi ricettivi,Italia,2016,913208.0
12464,Torino,presenze,altri esercizi ricettivi,Italia,2017,970238.0
12465,Torino,presenze,altri esercizi ricettivi,Italia,2018,1017725.0
12466,Torino,presenze,altri esercizi ricettivi,Italia,2019,1024250.0
12467,Torino,presenze,altri esercizi ricettivi,Italia,2020,514839.0
12468,Torino,presenze,altri esercizi ricettivi,Italia,2021,613774.0
12469,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2008,36856.0
12482,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2009,31687.0
12495,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2010,31810.0
12508,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2011,30384.0
12521,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2012,34316.0
12534,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2013,33019.0
12547,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2014,43465.0
12560,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2015,41947.0
12573,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2016,33634.0
12586,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2017,32767.0
12599,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2018,32391.0
12612,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2019,34018.0
12625,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2020,13571.0
12638,Vercelli,presenze,esercizi alberghieri,Paesi esteri,2021,17282.0
12651,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2008,30479.0
12652,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2009,32433.0
12653,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2010,29867.0
12654,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2011,30689.0
12655,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2012,30971.0
12656,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2013,27193.0
12657,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2014,27702.0
12658,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2015,28221.0
12659,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2016,28433.0
12660,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2017,31697.0
12661,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2018,31746.0
12662,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2019,25080.0
12663,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2020,37457.0
12664,Verbano-Cusio-Ossola,arrivi ,campeggi e villaggi turistici,Italia,2021,36135.0
12665,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2008,252385.0
12666,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2009,266861.0
12667,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2010,239288.0
12668,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2011,217221.0
12669,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2012,217271.0
12670,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2013,240611.0
12671,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2014,256571.0
12672,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2015,245514.0
12673,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2016,287449.0
12674,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2017,348862.0
12675,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2018,342216.0
12676,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2019,359102.0
12677,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2020,147870.0
12678,Torino,presenze,alloggi in affitto gestiti in forma imprenditoriale,Italia,2021,230330.0
12679,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2008,2121.0
12680,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2009,2560.0
12681,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2010,3120.0
12682,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2011,4967.0
12683,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2012,5395.0
12684,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2013,7183.0
12685,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2014,7819.0
12686,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2015,7309.0
12687,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2016,7476.0
12688,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2017,7671.0
12689,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2018,9228.0
12690,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2019,5297.0
12691,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2020,1275.0
12692,Alessandria,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Paesi esteri,2021,5983.0
12693,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2008,73118.0
12694,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2009,67251.0
12695,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2010,69915.0
12696,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2011,72893.0
12697,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2012,73738.0
12698,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2013,74881.0
12699,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2014,69952.0
12700,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2015,85764.0
12701,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2016,88160.0
12702,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2017,98471.0
12703,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2018,85765.0
12704,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2019,81886.0
12705,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2020,66734.0
12706,Verbano-Cusio-Ossola,arrivi ,alberghi di 3 stelle e residenze turistico alberghiere,Italia,2021,83762.0
12707,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2008,54425.0
12708,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2009,55909.0
12709,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2010,54367.0
12710,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2011,60550.0
12711,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2012,56048.0
12712,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2013,53211.0
12713,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2014,50398.0
12714,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2015,58173.0
12715,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2016,55915.0
12716,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2017,61398.0
12717,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2018,64141.0
12718,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2019,68558.0
12719,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2020,27197.0
12720,Biella,presenze,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Mondo,2021,44363.0
12721,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2008,2478.0
12722,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2009,2779.0
12723,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2010,3454.0
12724,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2011,865.0
12725,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2012,635.0
12726,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2013,1334.0
12727,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2014,2039.0
12728,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2015,2037.0
12729,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2016,1229.0
12730,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2017,2034.0
12731,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2018,1388.0
12732,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2019,1357.0
12733,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2020,5.0
12734,Asti,arrivi ,altri esercizi ricettivi,Paesi esteri,2021,111.0
12735,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2008,10856.0
12736,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2009,14086.0
