,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
348,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-01,22797.0
349,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-02,20461.0
350,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-03,21840.0
351,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-04,37633.0
352,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-05,35500.0
353,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-06,24189.0
354,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-07,31023.0
355,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-08,33433.0
356,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-09,26907.0
357,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-10,22173.0
358,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-11,23084.0
359,Torino,arrivi ,esercizi extra-alberghieri,Italia,2011-12,18321.0
360,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-01,15776.0
361,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-02,17895.0
362,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-03,17896.0
363,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-04,20812.0
364,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-05,23192.0
365,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-06,20305.0
366,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-07,24958.0
367,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-08,19888.0
368,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-09,16527.0
369,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-10,18350.0
370,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-11,11132.0
371,Torino,arrivi ,esercizi extra-alberghieri,Italia,2012-12,14060.0
372,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-01,22171.0
373,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-02,34203.0
374,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-03,34001.0
375,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-04,24947.0
376,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-05,15631.0
377,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-06,17273.0
378,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-07,27534.0
379,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-08,16375.0
380,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-09,17453.0
381,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-10,16473.0
382,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-11,10971.0
383,Torino,arrivi ,esercizi extra-alberghieri,Italia,2013-12,13819.0
384,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-01,34979.0
385,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-02,25939.0
386,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-03,33033.0
387,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-04,34815.0
388,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-05,13871.0
389,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-06,16140.0
390,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-07,28630.0
391,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-08,25885.0
392,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-09,14991.0
393,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-10,16159.0
394,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-11,14909.0
395,Torino,arrivi ,esercizi extra-alberghieri,Italia,2014-12,14630.0
396,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-01,21155.0
397,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-02,13292.0
398,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-03,15973.0
399,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-04,23326.0
400,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-05,36973.0
401,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-06,21315.0
402,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-07,30538.0
403,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-08,23841.0
404,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-09,17453.0
405,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-10,16324.0
406,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-11,14222.0
407,Torino,arrivi ,esercizi extra-alberghieri,Italia,2015-12,15112.0
408,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-01,12980.0
409,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-02,28160.0
410,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-03,46753.0
411,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-04,35422.0
412,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-05,33266.0
413,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-06,22216.0
414,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-07,30243.0
415,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-08,27016.0
416,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-09,22350.0
417,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-10,19222.0
418,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-11,13200.0
419,Torino,arrivi ,esercizi extra-alberghieri,Italia,2016-12,17740.0
420,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-01,16905.0
421,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-02,42997.0
422,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-03,23131.0
423,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-04,22227.0
424,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-05,26654.0
425,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-06,33436.0
426,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-07,31212.0
427,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-08,23839.0
428,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-09,19763.0
429,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-10,26106.0
430,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-11,15865.0
431,Torino,arrivi ,esercizi extra-alberghieri,Italia,2017-12,17281.0
432,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-01,14777.0
433,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-02,21257.0
434,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-03,23273.0
435,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-04,42472.0
436,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-05,19039.0
437,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-06,28292.0
438,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-07,32806.0
439,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-08,31449.0
440,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-09,32945.0
441,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-10,20668.0
442,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-11,19997.0
443,Torino,arrivi ,esercizi extra-alberghieri,Italia,2018-12,18551.0
444,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-01,26982.0
445,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-02,34071.0
446,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-03,35914.0
447,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-04,60504.0
448,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-05,50316.0
449,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-06,52736.0
450,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-07,39728.0
451,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-08,37203.0
452,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-09,34286.0
453,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-10,33236.0
454,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-11,35474.0
455,Torino,arrivi ,esercizi extra-alberghieri,Italia,2019-12,32304.0
456,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-01,16445.0
457,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-02,13306.0
458,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-03,1930.0
459,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-04,409.0
460,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-05,2153.0
461,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-06,9379.0
462,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-07,20182.0
463,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-08,24389.0
464,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-09,14352.0
465,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-10,9365.0
466,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-11,2302.0
467,Torino,arrivi ,esercizi extra-alberghieri,Italia,2020-12,3168.0
468,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-01,4891.0
469,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-02,7221.0
470,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-03,3744.0
471,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-04,4378.0
472,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-05,10500.0
473,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-06,19825.0
474,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-07,27295.0
475,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-08,29285.0
476,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-09,21012.0
477,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-10,33655.0
478,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-11,15980.0
479,Torino,arrivi ,esercizi extra-alberghieri,Italia,2021-12,13760.0
480,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-01,1264.0
481,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-02,1740.0
482,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-03,1566.0
483,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-04,1159.0
484,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-05,1486.0
485,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-06,1411.0
486,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-07,3628.0
487,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-08,2836.0
488,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-09,1576.0
489,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-10,906.0
490,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-11,634.0
491,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2008-12,608.0
492,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-01,1025.0
493,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-02,1629.0
494,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-03,1573.0
495,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-04,992.0
496,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-05,1184.0
497,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-06,1164.0
498,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-07,3902.0
499,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-08,3318.0
500,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-09,1548.0
501,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-10,779.0
502,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-11,556.0
503,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2009-12,555.0
504,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-01,926.0
505,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-02,1731.0
506,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-03,1719.0
507,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-04,1536.0
508,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-05,1674.0
509,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-06,1271.0
510,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-07,3691.0
511,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-08,3358.0
512,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-09,1517.0
513,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-10,1007.0
514,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-11,640.0
515,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2010-12,698.0
516,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-01,939.0
517,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-02,1956.0
518,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-03,1538.0
519,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-04,1063.0
520,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-05,904.0
521,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-06,1431.0
522,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-07,3509.0
523,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-08,3565.0
524,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-09,2000.0
525,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-10,1116.0
526,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-11,692.0
527,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2011-12,535.0
528,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-01,1195.0
529,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-02,1936.0
530,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-03,1783.0
531,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-04,1434.0
532,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-05,1702.0
533,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-06,1666.0
534,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-07,3636.0
535,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-08,2271.0
536,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-09,1855.0
537,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-10,875.0
538,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-11,609.0
539,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2012-12,867.0
540,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-01,1206.0
541,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-02,1843.0
542,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-03,1737.0
543,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-04,1016.0
544,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-05,1618.0
545,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-06,1497.0
546,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-07,3688.0
547,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-08,3401.0
548,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-09,1854.0
549,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-10,936.0
550,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-11,706.0
551,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2013-12,976.0
552,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-01,1301.0
553,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-02,2020.0
554,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-03,2031.0
555,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-04,1513.0
556,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-05,1974.0
557,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-06,1545.0
558,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-07,3606.0
559,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-08,3694.0
560,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-09,1942.0
561,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-10,1113.0
562,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-11,748.0
563,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2014-12,1288.0
564,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-01,1562.0
565,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-02,1930.0
566,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-03,2006.0
567,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-04,1587.0
568,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-05,2066.0
569,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-06,2226.0
570,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-07,4174.0
571,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-08,4534.0
572,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-09,2566.0
573,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-10,2094.0
574,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-11,884.0
575,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2015-12,854.0
576,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-01,1629.0
577,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-02,2516.0
578,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-03,2019.0
579,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-04,1448.0
580,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-05,1954.0
581,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-06,2061.0
582,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-07,4459.0
583,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-08,4422.0
584,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-09,2660.0
585,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-10,1465.0
586,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-11,813.0
587,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2016-12,1191.0
588,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-01,1861.0
589,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-02,2607.0
590,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-03,2326.0
591,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-04,1744.0
592,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-05,1713.0
593,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-06,2210.0
594,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-07,4644.0
595,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-08,4368.0
596,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-09,2406.0
597,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-10,1358.0
598,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-11,844.0
599,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2017-12,877.0
600,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-01,2457.0
601,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-02,2881.0
602,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-03,2924.0
603,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-04,1415.0
604,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-05,1710.0
605,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-06,2231.0
606,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-07,4413.0
607,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-08,4156.0
608,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-09,2166.0
609,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-10,1187.0
610,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-11,806.0
611,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2018-12,926.0
612,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-01,1999.0
613,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-02,2761.0
614,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-03,2376.0
615,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-04,1622.0
616,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-05,1587.0
617,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-06,2479.0
618,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-07,4310.0
619,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-08,4155.0
620,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-09,2612.0
621,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-10,1704.0
622,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-11,973.0
623,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2019-12,1539.0
624,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-01,1749.0
625,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-02,2303.0
626,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-03,137.0
627,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-04,13.0
628,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-05,50.0
629,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-06,359.0
630,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-07,2150.0
631,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-08,2317.0
632,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-09,1170.0
633,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-10,554.0
634,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-11,157.0
635,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2020-12,154.0
636,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-01,221.0
637,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-02,344.0
638,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-03,218.0
639,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-04,213.0
640,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-05,672.0
641,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-06,1445.0
642,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-07,3577.0
643,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-08,3693.0
644,Vercelli,arrivi ,totale esercizi ricettivi,Paesi esteri,2021-09,1868.0
